archivo,pendiente,error_pendiente
Vg-1V,1316.2267906228287,0.4959491285512681
Vg-2V,1307.1348161861429,6.590369593720501
Vg-4V,518.7642389922088,45.85715507908463
Vg-5V,125.46840720684162,27.171410781047115
Vg1V,1306.434285400978,2.9878602805434347
Vg2V,1060.141454090325,36.27234131244703
Vg3V,243.52595947027064,35.71530983185022
Vg4V,26.524177694295748,12.823869302746926
Vg5V,3.759971105985922,4.769019638949182
